dealId,buyerId,dealSector,dealGeography,dealRevenue,dealEbitda,dealSize,buyerType,buyerSectorFocus,buyerGeographies,buyerMinDeal,buyerMaxDeal,buyerMinEbitda,buyerMaxEbitda,buyerDryPowder,buyerPastDeals,buyerSynergyPropensity,sectorMatch,geoMatch,sizeFit,dryPowderFit,activityLevel,ebitdaFit,pPursue,pNda,pIoi,outcomeStage,label
syn_d2,syn_b103,Consumer,US,51.1565,1.5389,12.5906,Private Equity,Software,US,54.303,236.8,3.467,21.408,285.295,18,0.3631,0,1,0,1.0,0.9,0,0.80088,0.342568,0.156267,Pursue,0
syn_d2,syn_b91,Consumer,US,51.1565,1.5389,12.5906,Private Equity,Consumer|Business Services|Healthcare|Other,US,31.583,193.919,2.375,16.397,402.932,18,0.3539,1,1,0,1.0,0.9,0,0.749339,0.38559,0.223804,Pursue,0
syn_d2,syn_b161,Consumer,US,51.1565,1.5389,12.5906,Private Equity,Manufacturing,US|Europe,127.68,699.115,6.568,105.115,1371.035,25,0.3741,0,1,0,1.0,1.0,0,0.724729,0.280757,0.114727,NDA,0
syn_d2,syn_b26,Consumer,US,51.1565,1.5389,12.5906,Private Equity,Software,US,11.932,89.199,1.0,10.243,175.149,21,0.4987,0,1,1,1.0,1.0,1,0.884491,0.562208,0.433505,No,0
syn_d2,syn_b47,Consumer,US,51.1565,1.5389,12.5906,Strategic,Healthcare,US,58.978,600.0,3.653,69.084,0.0,11,0.7499,0,1,0,0.65,0.55,0,0.737555,0.340244,0.187473,Pursue,0
syn_d2,syn_b75,Consumer,US,51.1565,1.5389,12.5906,Private Equity,Healthcare,US,51.561,326.481,3.138,27.698,421.91,19,0.3556,0,1,0,1.0,0.95,0,0.780199,0.38609,0.224136,Pursue,0
syn_d2,syn_b30,Consumer,US,51.1565,1.5389,12.5906,Private Equity,Manufacturing|Business Services|Consumer,US,10.289,48.972,1.0,5.879,125.137,26,0.3876,1,1,1,0.993894,1.0,1,0.946618,0.694673,0.580079,IOI,1
syn_d3,syn_b157,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Business Services,US,60.812,292.341,3.303,39.496,482.95,22,0.3414,0,1,1,0.67243,1.0,1,0.860661,0.609107,0.463744,IOI,1
syn_d3,syn_b219,Healthcare,US,26.9325,5.3302,71.8216,Strategic,Manufacturing,US,76.366,600.0,5.337,64.818,0.0,24,0.801,0,1,0,0.65,1.0,0,0.749842,0.510867,0.243841,Pursue,0
syn_d3,syn_b214,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Consumer,US,94.258,524.433,7.734,54.688,823.265,7,0.3072,0,1,0,1.0,0.35,0,0.737179,0.325649,0.114222,Pursue,0
syn_d3,syn_b202,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Software,US|Europe,39.655,195.377,2.538,23.755,227.645,25,0.2686,0,1,1,0.316959,1.0,1,0.7923,0.553417,0.378344,IOI,1
syn_d3,syn_b131,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Manufacturing|Consumer,US|Europe,43.437,160.468,2.532,15.733,436.763,8,0.4051,0,1,1,0.608122,0.4,1,0.825835,0.484132,0.295891,Pursue,0
syn_d3,syn_b109,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Healthcare,US,51.026,209.791,3.669,26.462,296.501,22,0.286,1,1,1,0.41283,1.0,1,0.88403,0.70981,0.619909,IOI,1
syn_d3,syn_b37,Healthcare,US,26.9325,5.3302,71.8216,Strategic,Software|Other,US|Europe,25.0,150.0,1.377,18.38,0.0,21,0.745,1,1,1,0.65,1.0,1,0.930707,0.723763,0.560802,IOI,1
syn_d3,syn_b73,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Manufacturing|Healthcare,US|Canada,26.359,157.264,1.653,24.537,239.993,14,0.2848,1,1,1,0.334152,0.7,1,0.901766,0.578436,0.427187,IOI,1
syn_d3,syn_b19,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Software|Manufacturing|Other,US|UK,43.717,184.445,2.288,14.419,259.024,24,0.3865,1,1,1,0.360649,1.0,1,0.915255,0.655143,0.502006,IOI,1
syn_d3,syn_b170,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Manufacturing,US,63.924,219.537,4.182,27.116,321.851,28,0.3688,0,1,1,0.448126,1.0,1,0.780338,0.549565,0.343111,IOI,1
syn_d3,syn_b15,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Business Services,US,29.748,114.483,1.993,14.731,274.347,29,0.4109,0,1,1,0.381984,1.0,1,0.877945,0.673824,0.505771,IOI,1
syn_d3,syn_b132,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Healthcare,US|Canada,163.45,800.0,11.131,85.251,1834.481,29,0.3286,1,1,0,1.0,1.0,0,0.848646,0.441735,0.3227,NDA,0
syn_d3,syn_b182,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Software|Other,US|Canada,155.112,704.454,7.837,70.146,1477.897,27,0.3204,1,1,0,1.0,1.0,0,0.783002,0.416359,0.285984,Pursue,0
syn_d3,syn_b108,Healthcare,US,26.9325,5.3302,71.8216,Strategic,Software,US,94.138,600.0,4.912,62.498,0.0,18,0.8678,0,1,0,0.65,0.9,1,0.78679,0.469978,0.265551,NDA,0
syn_d3,syn_b228,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Consumer,US|Canada,136.123,627.464,9.823,86.856,803.892,14,0.4555,0,1,0,1.0,0.7,0,0.810825,0.38905,0.230493,Pursue,0
syn_d3,syn_b87,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Healthcare|Business Services,US,155.689,537.952,12.738,43.265,619.801,7,0.3882,1,1,0,0.862973,0.35,0,0.819421,0.41689,0.257157,Pursue,0
syn_d3,syn_b17,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Healthcare,US|Mexico,46.673,223.283,2.537,30.656,352.665,17,0.3198,1,1,1,0.491029,0.85,1,0.909593,0.68524,0.542029,NDA,0
syn_d3,syn_b113,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Business Services,US,128.556,638.045,9.126,51.885,1343.252,11,0.4266,0,1,0,1.0,0.55,0,0.712295,0.378023,0.237269,Pursue,0
syn_d3,syn_b3,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Manufacturing,US,32.675,242.515,2.216,26.528,311.354,16,0.3738,0,1,1,0.43351,0.8,1,0.864792,0.57737,0.421134,No,0
syn_d3,syn_b171,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Manufacturing,US,52.212,224.193,3.454,26.918,478.047,18,0.4741,0,1,1,0.665603,0.9,1,0.901759,0.662394,0.418589,IOI,1
syn_d3,syn_b212,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Healthcare,US,16.214,88.693,1.0,10.646,227.219,16,0.4369,1,1,1,0.316366,0.8,1,0.845345,0.698425,0.532351,IOI,1
syn_d3,syn_b46,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Healthcare,US|UK,139.433,800.0,7.224,97.541,1947.203,27,0.2609,1,1,0,1.0,1.0,0,0.830972,0.495685,0.310169,NDA,0
syn_d3,syn_b186,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Business Services|Consumer,US,22.509,161.242,1.646,20.769,383.388,22,0.377,0,1,1,0.533806,1.0,1,0.850787,0.574217,0.363353,IOI,1
syn_d3,syn_b43,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Manufacturing,US|Europe,36.048,201.495,2.487,27.142,565.585,24,0.2963,0,1,1,0.787486,1.0,1,0.858345,0.603404,0.465528,IOI,1
syn_d3,syn_b97,Healthcare,US,26.9325,5.3302,71.8216,Private Equity,Manufacturing|Consumer,US,142.171,800.0,9.738,113.856,1158.593,18,0.3903,0,1,0,1.0,0.9,0,0.711132,0.303917,0.229107,IOI,1
syn_d4,syn_b144,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Manufacturing,US,38.763,151.871,2.531,14.471,279.471,20,0.3493,0,0,0,0.136831,1.0,0,0.352194,0.108117,0.044593,No,0
syn_d4,syn_b232,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Software,US|Europe,39.815,249.561,2.426,23.641,375.684,26,0.2891,0,0,1,0.183937,1.0,1,0.709744,0.27276,0.074375,No,0
syn_d4,syn_b198,Other,Mexico,106.8921,14.8407,204.2459,Strategic,Business Services|Manufacturing|Healthcare,US|UK|Canada,58.829,400.0,4.351,32.43,0.0,13,0.6525,0,0,1,0.65,0.65,1,0.751561,0.442362,0.1969,NDA,0
syn_d4,syn_b25,Other,Mexico,106.8921,14.8407,204.2459,Strategic,Software,US|Canada,42.158,400.0,2.549,65.711,0.0,21,0.7261,0,0,1,0.65,1.0,1,0.73027,0.33967,0.16593,Pursue,0
syn_d4,syn_b224,Other,Mexico,106.8921,14.8407,204.2459,Strategic,Business Services|Consumer,US,67.112,600.0,3.747,70.873,0.0,14,0.8597,0,0,1,0.65,0.7,1,0.688894,0.358245,0.234854,Pursue,0
syn_d4,syn_b52,Other,Mexico,106.8921,14.8407,204.2459,Strategic,Manufacturing|Consumer,US,62.586,400.0,3.487,63.111,0.0,16,0.6942,0,0,1,0.65,0.8,1,0.811192,0.376317,0.176346,No,0
syn_d4,syn_b199,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Software,US,30.892,112.966,2.072,10.215,315.415,11,0.4908,0,0,0,0.154429,0.55,0,0.263039,0.052627,0.011472,No,0
syn_d4,syn_b110,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Business Services,US,58.682,204.078,3.058,17.426,545.389,27,0.3287,0,0,0,0.267026,1.0,1,0.429161,0.190651,0.066329,NDA,0
syn_d4,syn_b163,Other,Mexico,106.8921,14.8407,204.2459,Strategic,Business Services|Other,US|Canada,30.383,250.0,1.705,22.442,0.0,22,0.6691,1,0,1,0.65,1.0,1,0.874488,0.550341,0.353735,Pursue,0
syn_d4,syn_b147,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Consumer|Manufacturing,US,64.566,218.771,4.226,31.247,376.846,18,0.3464,0,0,1,0.184506,0.9,1,0.614084,0.347241,0.1771,IOI,1
syn_d4,syn_b242,Other,Mexico,106.8921,14.8407,204.2459,Strategic,Healthcare|Manufacturing,US|UK,26.255,250.0,1.364,24.295,0.0,23,0.7053,0,0,1,0.65,1.0,1,0.737795,0.26807,0.130961,No,0
syn_d4,syn_b26,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Software,US,11.932,89.199,1.0,10.243,175.149,21,0.4987,0,0,0,0.085754,1.0,0,0.432738,0.13845,0.035501,Pursue,0
syn_d4,syn_b93,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Manufacturing|Healthcare|Other,US,55.258,235.089,3.617,20.729,465.554,29,0.2726,1,0,1,0.227938,1.0,1,0.589527,0.309426,0.207116,Pursue,0
syn_d4,syn_b203,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Consumer,US,94.511,509.195,6.484,80.924,1193.572,18,0.4717,0,0,1,0.58438,0.9,1,0.728831,0.350484,0.177504,No,0
syn_d4,syn_b73,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Manufacturing|Healthcare,US|Canada,26.359,157.264,1.653,24.537,239.993,14,0.2848,0,0,0,0.117502,0.7,1,0.563166,0.175212,0.036126,NDA,0
syn_d4,syn_b204,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Software|Manufacturing,US|UK,16.38,131.564,1.032,20.364,340.464,12,0.34,0,0,0,0.166693,0.6,1,0.415576,0.119477,0.037898,No,0
syn_d4,syn_b235,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Business Services,US|Europe,101.486,800.0,8.336,73.006,957.881,7,0.2811,0,0,1,0.468984,0.35,1,0.67806,0.261434,0.111524,Pursue,0
syn_d4,syn_b61,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Software,US,10.718,88.738,1.0,12.17,99.95,20,0.3729,0,0,0,0.048936,1.0,0,0.467115,0.174396,0.050295,No,0
syn_d4,syn_b246,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Software,US|Europe,79.912,282.92,6.602,38.134,488.925,22,0.4561,0,0,1,0.239381,1.0,1,0.64163,0.278879,0.113028,Pursue,0
syn_d4,syn_b234,Other,Mexico,106.8921,14.8407,204.2459,Strategic,Business Services|Other,US|Canada,25.0,250.0,1.772,22.454,0.0,12,0.6644,1,0,1,0.65,0.6,1,0.749271,0.348639,0.245785,No,0
syn_d4,syn_b37,Other,Mexico,106.8921,14.8407,204.2459,Strategic,Software|Other,US|Europe,25.0,150.0,1.377,18.38,0.0,21,0.745,1,0,0,0.65,1.0,1,0.704077,0.340409,0.146749,No,0
syn_d4,syn_b175,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Business Services|Consumer,US,58.566,217.993,4.464,22.679,327.151,26,0.3368,0,0,1,0.160175,1.0,1,0.594124,0.291932,0.125429,No,0
syn_d4,syn_b19,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Software|Manufacturing|Other,US|UK,43.717,184.445,2.288,14.419,259.024,24,0.3865,1,0,0,0.12682,1.0,0,0.480801,0.159757,0.041127,Pursue,0
syn_d4,syn_b78,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Business Services,US,93.238,359.602,6.119,55.575,447.48,19,0.4239,0,0,1,0.219089,0.95,1,0.56483,0.18867,0.083733,No,0
syn_d4,syn_b196,Other,Mexico,106.8921,14.8407,204.2459,Private Equity,Business Services|Software,US|Mexico,46.345,158.223,2.706,15.32,294.119,9,0.4666,0,1,0,0.144002,0.45,1,0.601203,0.236608,0.106857,No,0
syn_d5,syn_b128,Software,Mexico,49.9694,2.5229,13.0635,Private Equity,Consumer,US|Europe,73.783,338.494,4.67,50.888,465.425,29,0.2979,0,0,0,1.0,1.0,0,0.489987,0.115333,0.041247,Pursue,0
syn_d5,syn_b56,Software,Mexico,49.9694,2.5229,13.0635,Private Equity,Business Services,US,27.591,170.514,1.533,15.693,418.023,6,0.3339,0,0,0,1.0,0.3,1,0.761617,0.365888,0.073187,NDA,0
syn_d5,syn_b146,Software,Mexico,49.9694,2.5229,13.0635,Strategic,Business Services,US|UK,38.285,250.0,2.712,38.566,0.0,13,0.6943,0,0,0,0.65,0.65,0,0.653731,0.199592,0.072851,NDA,0
syn_d5,syn_b203,Software,Mexico,49.9694,2.5229,13.0635,Private Equity,Consumer,US,94.511,509.195,6.484,80.924,1193.572,18,0.4717,0,0,0,1.0,0.9,0,0.650177,0.130913,0.057499,No,0
syn_d5,syn_b41,Software,Mexico,49.9694,2.5229,13.0635,Private Equity,Software|Manufacturing,US,51.314,312.585,3.086,37.732,643.065,11,0.471,1,0,0,1.0,0.55,0,0.679212,0.314334,0.116128,Pursue,0
syn_d5,syn_b123,Software,Mexico,49.9694,2.5229,13.0635,Private Equity,Healthcare|Software,US,49.784,280.271,3.329,23.712,348.626,18,0.3878,1,0,0,1.0,0.9,0,0.685074,0.402989,0.176183,NDA,0
syn_d5,syn_b221,Software,Mexico,49.9694,2.5229,13.0635,Private Equity,Manufacturing,US,15.353,91.456,1.036,10.576,114.263,18,0.3437,0,0,0,0.874676,0.9,1,0.739732,0.345283,0.171566,IOI,1
syn_d5,syn_b240,Software,Mexico,49.9694,2.5229,13.0635,Private Equity,Manufacturing,US,74.705,291.207,4.912,23.02,366.45,20,0.4659,0,0,0,1.0,1.0,0,0.68001,0.171178,0.067476,No,0
syn_d5,syn_b223,Software,Mexico,49.9694,2.5229,13.0635,Strategic,Manufacturing|Business Services|Healthcare,US,46.436,400.0,2.432,32.464,0.0,7,0.6796,0,0,0,0.65,0.35,1,0.69311,0.208619,0.078256,Pursue,0
syn_d5,syn_b197,Software,Mexico,49.9694,2.5229,13.0635,Private Equity,Software,US|Canada,50.753,172.326,2.795,23.785,277.26,24,0.3184,1,0,0,1.0,1.0,0,0.751973,0.239752,0.118135,Pursue,0
syn_d5,syn_b69,Software,Mexico,49.9694,2.5229,13.0635,Strategic,Software,US|Canada,102.926,600.0,6.185,88.694,0.0,19,0.8187,1,0,0,0.65,0.95,0,0.5647,0.197469,0.057906,No,0
syn_d5,syn_b193,Software,Mexico,49.9694,2.5229,13.0635,Private Equity,Consumer|Business Services,US,210.704,800.0,11.882,128.734,3803.138,28,0.4593,0,0,0,1.0,1.0,0,0.445818,0.078258,0.033979,Pursue,0
syn_d5,syn_b35,Software,Mexico,49.9694,2.5229,13.0635,Private Equity,Business Services|Other,US|Mexico,7.269,34.742,1.0,3.754,89.753,13,0.4415,1,1,1,0.687053,0.65,1,0.881561,0.571568,0.313337,IOI,1
syn_d5,syn_b211,Software,Mexico,49.9694,2.5229,13.0635,Private Equity,Healthcare|Manufacturing,US|Europe,31.875,123.538,1.901,13.903,172.483,7,0.4743,0,0,0,1.0,0.35,1,0.596318,0.215504,0.093867,No,0
syn_d5,syn_b77,Software,Mexico,49.9694,2.5229,13.0635,Private Equity,Consumer,US|Canada,22.519,147.539,1.166,13.932,363.623,6,0.4436,0,0,0,1.0,0.3,1,0.637647,0.173311,0.053153,Pursue,0
syn_d5,syn_b73,Software,Mexico,49.9694,2.5229,13.0635,Private Equity,Manufacturing|Healthcare,US|Canada,26.359,157.264,1.653,24.537,239.993,14,0.2848,0,0,0,1.0,0.7,1,0.677274,0.313739,0.117808,Pursue,0
